Date,Open,High,Low,Close,Volume
2000-04-24,15204.35,15225.03,14624.91,14794.23
2000-04-25,14798.03,15402.92,14798.03,15400.58
2000-04-26,15401.24,15517.33,15267.86,15446.36
2000-04-27,15446.14,15487.05,14835.42,15440.11
2000-04-28,15450.3,15906.75,15450.3,15537.6
2000-05-02,15596.23,15944.15,15523.07,15524.13
2000-05-03,15525.46,15525.46,14980.41,15108.56
2000-05-04,15111.23,15143.62,14872.83,14969.59
2000-05-05,14966.92,15217.86,14811.03,15217.86
2000-05-08,15219.55,15223.25,14867.18,14890.96
2000-05-09,14897.3,15041.02,14411.67,14581.52
2000-05-10,14569.86,14586.3,14238.04,14433.81
2000-05-11,14447.15,14723.18,14397.64,14498.54
2000-05-12,14495.87,14638.18,14350.13,14458.94
2000-05-15,14469.49,15069.81,14397.33,15055.53
2000-05-16,15074.13,15445.35,15074.13,15360.4
2000-05-17,15360.9,15360.9,14855.98,14870.53
2000-05-18,14876,14973,14620,14627
2000-05-19,14594.22,14618.5,13920.29,14326.63
2000-05-22,14329.6,14368.97,13583.3,13891.24
2000-05-23,13891.24,14145.32,13582.57,13587.16
2000-05-24,13591.97,14197,13555.61,14166.4
2000-05-25,14187.32,14499.4,14026.92,14185.61
2000-05-26,14204.41,14548.97,14172.26,14542.26
2000-05-29,14540.54,14857.96,14540.54,14772.63
2000-05-30,14815.26,15307.98,14815.26,15248.55
2000-05-31,15251.23,15328.09,14930.86,14956.61
2000-06-01,14967.34,15472.65,14967.34,15450.04
2000-06-02,15518.38,16260.81,15518.38,16222.48
2000-06-05,16222.14,16312.35,15974.95,16022.93
2000-06-06,16017.85,16172.54,15826.79,15946.63
2000-06-07,15954.68,16277.74,15709.32,16271.74
2000-06-08,16285.51,16640.41,16226.59,16398.8
2000-06-09,16420.57,16560.69,16200.36,16342.28
2000-06-12,16351,16364.85,16084.07,16096.7
2000-06-13,16099.76,16359.55,16074.57,16354.47
2000-06-14,16365.34,16523.35,16135.02,16366.1
2000-06-15,16369.01,16629.82,16325.05,16561.37
2000-06-16,16566.8,16598.49,16378.53,16424.93
2000-06-19,16423.06,16862.85,16411.34,16850.03
2000-06-20,16854.38,16951.77,16707.81,16843.58
2000-06-21,16853.82,17396.45,16833.53,17254.26
2000-06-23,17205.47,17265.55,16909.68,16977.26
2000-06-26,16977.26,17019.22,16685.5,16744.8
2000-06-27,16743.64,16780.06,16388.35,16512.93
2000-06-28,16532.85,17101.33,16493.59,16842.29
2000-06-29,16830.06,16850.06,16328.56,16407.16
2000-06-30,16404.45,16836.47,16399.63,16727.95
2000-07-03,16746.74,17098.63,16743.3,17088.54
2000-07-04,17105.53,17340.03,17088.11,17279.21
2000-07-05,17284.57,17361.95,17086.21,17134.93
2000-07-06,17147.89,17366.33,17024.2,17348.07
2000-07-07,17351.7,17754.21,17351.7,17598.83
2000-07-10,17619.72,17794.67,17443.7,17471.63
2000-07-11,17473.25,17473.25,16827.09,16880.66
2000-07-12,16892.59,17175.5,16692.86,17053.38
2000-07-13,17057.05,17382.86,16415.56,16444.25
2000-07-14,16438.72,16884.81,16389.99,16880.95
2000-07-17,16890.06,17394.79,16890.06,17387.88
2000-07-18,17379.25,17565.96,17280.69,17368.59
2000-07-19,17354.48,17357.77,16868.25,16927.55
2000-07-20,16950.57,17352.54,16950.57,17203.62
2000-07-21,17207.33,17364.66,17071.11,17318.24
2000-07-24,17314.2,17588.15,17314.2,17385.98
2000-07-25,17390.09,17530.19,17046.29,17049.42
2000-07-26,17049.42,17211.48,16839.84,17121.3
2000-07-27,17121.42,17225,16923.04,16948.73
2000-07-28,16948.73,17038.64,16448.37,16485.69
2000-07-31,16486.68,16713.15,16454.6,16454.6
2000-08-01,16475,16591.17,16143.92,16289.87
2000-08-02,16284.2,16534.7,16120.77,16314.47
2000-08-03,16247.71,16761.29,16072.74,16720.76
2000-08-04,16726.7,16907.21,16715.77,16761.25
2000-08-07,16771.63,17014.05,16768.6,16995.8
2000-08-08,17005.49,17061.82,16857.72,16884.77
2000-08-09,16894.18,16976.78,16510.69,16533.67
2000-08-10,16518.53,17023.46,16501.33,16834.8
2000-08-11,16846.29,17395,16705.18,17395
2000-08-14,17401.79,17925.75,17333.89,17810.63
2000-08-15,17810.76,17909.82,17689.57,17744.13
2000-08-16,17741.18,17770.97,17275.14,17330.77
2000-08-17,17326.13,17857.59,17321.12,17711.67
2000-08-18,17702.52,17780.11,17257.73,17313.69
2000-08-21,17317.22,17420.39,17066.18,17083.38
2000-08-22,17086.26,17427.89,17086.26,17224.43
2000-08-23,17252.6,17455.38,17137.03,17450.44
2000-08-24,17454.47,17454.47,17186.58,17310.96
2000-08-25,17315.6,17667.71,17315.6,17642.67
2000-08-28,17657.07,17685.6,17380.29,17460.33
2000-08-29,17453.88,17490.32,17235.04,17354.89
2000-08-30,17358.65,17563.18,17309.21,17414.28
2000-08-31,17416.78,17562.77,17327.41,17346.7
2000-09-01,17359.71,17577.42,17359.71,17577.42
2000-09-04,17577.42,17715.8,17569.45,17613.17
2000-09-05,17613.76,17639.33,17416.53,17424.97
2000-09-06,17441.75,17647.54,17441.75,17589.66
2000-09-08,17594.43,17691.87,17428.02,17433.17
2000-09-11,17442.54,17474.57,17236.45,17287.65
2000-09-12,17285.15,17303.66,16882.69,16882.69
2000-09-13,16888.36,17092.12,16877.24,16998.51
2000-09-14,17031.74,17108,16730.54,16768.53
2000-09-15,16770.61,16770.61,16515.07,16563.18
2000-09-18,16562.24,16608.69,15913.13,15913.13
2000-09-19,15922.98,16189.16,15823.64,16188.45
2000-09-20,16195.66,16215.9,15812.85,16077.7
2000-09-21,16065.31,16171.92,15946.03,16146.02
2000-09-22,16092.66,16425.89,15705.22,16353.09
2000-09-25,16361.45,16520.73,16317.79,16318.55
2000-09-26,16318.61,16467.89,16195.89,16254.93
2000-09-27,16289.27,16403.97,15745.48,15848.12
2000-09-28,15849.08,16040.57,15656.58,16013.69
2000-09-29,16019.8,16135.47,15821.28,15928.39
2000-10-02,15949.78,16090.24,15536.96,15559.3
2000-10-03,15561.99,15917.28,15561.99,15633.27
2000-10-04,15652.66,15882.98,15651.14,15876.39
2000-10-05,15876.39,16398.21,15876.39,16362.05
2000-10-06,16370.23,16403.82,15816.87,15945.91
2000-10-09,15946.4,15975.45,15617.15,15855.31
2000-10-10,15845.94,16008,15725.7,15747.09
2000-10-11,15737.72,15737.72,15463.02,15526.05
2000-10-13,15440.52,15440.52,15067.08,15385.08
2000-10-16,15386.61,15584.67,15214.21,15241.85
2000-10-17,15266.83,15386.17,14840.78,14870.13
2000-10-18,14836.7,14836.7,14218.37,14420.72
2000-10-19,14489.97,14869.09,14489.97,14845.14
2000-10-20,14845.55,14917.79,14490.26,14529.41
2000-10-23,14533.02,14535.44,13982.36,13989.84
2000-10-24,14013.71,14160.72,13672.05,13799.19
2000-10-25,13795.78,13927.48,13570.68,13665.31
2000-10-26,13704.87,14223.13,13679.44,14223.13
2000-10-27,14250.65,14699.96,14250.65,14691.68
2000-10-30,14707.45,14950.76,14488.9,14891.14
2000-10-31,14915.65,15099.22,14859.22,14867.23
2000-11-01,14857.88,14859.29,14570.97,14791.19
2000-11-03,14785.41,14925.07,14424.68,14533.96
2000-11-06,14533.96,14868.33,14478.36,14800.91
2000-11-07,14780.24,15028.75,14542.62,14968.75
2000-11-08,14981.88,15191.43,14649.58,14656.3
2000-11-09,14667.43,14781.9,14408.88,14524.38
2000-11-10,14541.5,14700.85,14449.22,14625.95
2000-11-13,14606.19,14609.49,14199,14371.81
2000-11-14,14395.29,14632.1,14395.29,14540.27
2000-11-16,14546.23,14574.87,14418.69,14489.96
2000-11-17,14479.13,14569.67,14090.89,14323.22
2000-11-20,14323.22,14534.64,14103.08,14499.8
2000-11-21,14497.28,14844.78,14486.87,14783.73
2000-11-22,14766.45,14766.45,14554.92,14576.98
2000-11-23,14578.57,14603.7,14187.39,14314.45
2000-11-24,14315.56,14412.85,14102.48,14335.5
2000-11-27,14339.98,14494.7,13940.95,14008.2
2000-11-28,14011.14,14011.14,13756.47,13913.85
2000-11-29,13920.57,14074.17,13781.9,13787.52
2000-11-30,13779.45,13779.45,13287.39,13287.39
2000-12-01,13303.4,13517.08,13281.92,13437.49
2000-12-04,13396.31,13538.23,13241.57,13510
2000-12-05,13512.82,14187.98,13512.82,14181.62
2000-12-06,14180.38,14276.76,13945.41,13945.41
2000-12-07,13946.73,14459.98,13918.39,14459.98
2000-12-08,14462.01,15062.31,14460.84,14982.99
2000-12-11,14991.36,15354.53,14991.36,15187.95
2000-12-12,15185.59,15186.39,14869.37,14906.02
2000-12-13,14915.68,15388.65,14900.37,15290.51
2000-12-14,15261.47,15328.69,15079.53,15259
2000-12-15,15252.96,15252.96,14833.29,14987.95
2000-12-18,15001.83,15282.18,14892.84,15082.75
2000-12-19,15085.45,15415.17,15084.65,15336.11
2000-12-20,15305.63,15327.62,14617.66,14622.41
2000-12-21,14726.8,14957.59,14461.04,14505.45
2000-12-22,14532.66,14801.79,14532.4,14652.06
2000-12-26,14663.29,14850.53,14659.28,14794.58
2000-12-27,14804.5,15222.92,14804.5,15186.15
2000-12-28,15188.21,15269.3,15132.06,15259.29
2001-01-02,15242.11,15621.41,15173.61,15425.34
2001-01-03,15425.41,16599.42,15251.12,16599.42
2001-01-04,16596.78,16933.39,16586.85,16675.06
2001-01-05,16678.61,16887.72,16379.67,16409.81
2001-01-08,16397.8,16622.75,16225.54,16562.14
2001-01-09,16566.22,17096.04,16566.22,16975.64
2001-01-10,16964.42,17093.4,16701.02,16918.57
2001-01-11,16908.41,17044.77,16797.4,17023.58
2001-01-12,17034.19,17211.96,16820.86,16850.09
2001-01-15,16857.81,17037.78,16857.81,16962.75
2001-01-16,16973.28,17034.62,16662.17,16720.98
2001-01-17,16747.76,17254.74,16745.4,17191.02
2001-01-18,17203.66,17641.62,17150.77,17521.46
2001-01-19,17525.25,17816.25,17511.59,17530.09
2001-01-22,17548.35,17577.93,17297.15,17391.67
2001-01-23,17380.9,17863.8,17375.59,17832.13
2001-01-24,17849.16,18022.34,17698.25,17771.76
2001-01-26,17776.4,17933.49,17591.31,17889.05
2001-01-29,17905.91,18023.08,17704.08,17883.38
2001-01-30,17881.53,17898.28,17667.5,17722.58
2001-01-31,17724.71,17920.85,17636.96,17672.77
2001-02-01,17670.14,17673.12,16976.77,17038.74
2001-02-02,17026.67,17205.82,16780.83,16914.96
2001-02-05,16913.5,16940.8,16538.71,16731.24
2001-02-06,16734.37,17017.47,16734.37,17006.77
2001-02-07,17002.97,17002.97,16630.25,16812.35
2001-02-08,16814.08,17278.87,16814.08,17243.3
2001-02-09,17257.09,17270.21,17049.6,17138.4
2001-02-12,17162.89,17233.94,16883.2,16917.06
2001-02-13,16921.73,17174.22,16882.57,17095.78
2001-02-14,17077.86,17286.42,16890.25,17120.05
2001-02-15,17121.03,17261.98,16922.27,16937.19
2001-02-16,16934.18,16950.27,16100.17,16259.05
2001-02-19,16262.77,16391.93,16022.96,16060.76
2001-02-20,16065.78,16242.46,15783.19,15910.57
2001-02-21,15909.39,15909.39,15567.82,15593.86
2001-02-22,15604.27,15913.9,15558.28,15910.36
2001-02-23,15920.33,16222.86,15830.9,16157.75
2001-02-28,16157.83,16273.64,15891.41,15891.41
2001-03-01,15890.65,16438.72,15875.21,16416.58
2001-03-02,16422.56,16723.26,16233.26,16581
2001-03-05,16620.13,16736.57,16470.73,16537.24
2001-03-06,16573.33,16813.06,16278.92,16324.33
2001-03-07,16328.53,16429.75,16223.26,16395.21
2001-03-08,16401.21,16531.41,16096.11,16226.71
2001-03-09,16233.07,16247.97,16017.56,16123.44
2001-03-12,16125.38,16142.93,15523.07,15527.26
2001-03-13,15536.12,15768.34,15443.59,15584.14
2001-03-14,15582.7,15582.7,15070.2,15244.9
2001-03-15,15251.69,15481.98,14976.99,15060.87
2001-03-16,15075.63,15351.3,15047.03,15237.03
2001-03-19,15249.45,15377.79,14801.99,14835.9
2001-03-20,14853.8,15429.42,14853.8,14903.36
2001-03-21,14914.06,15198.16,14754.51,14852.68
2001-03-22,14846.93,14846.93,13761.25,14067.27
2001-03-23,14069.93,14435.08,13855.41,14435.08
2001-03-26,14443.13,14912.23,14443.13,14712.04
2001-03-27,14732.65,14950.67,14593.69,14835.4
2001-03-28,14845.79,14852.25,14574.08,14631.88
2001-03-29,14646.96,14713.38,14226.22,14282.18
2001-03-30,14291.63,14438.45,13922.27,14438.45
2001-04-02,14441.44,14481.94,13980.68,13981.3
2001-04-03,13987.67,14001.18,13663.87,13736.61
2001-04-04,13739.6,14135.45,13739.6,13854.76
2001-04-05,13865.23,14481.96,13865.23,14442.51
2001-04-06,14427.96,14702.38,14371.19,14484.51
2001-04-09,14488.91,14718.99,14446.36,14718.99
2001-04-10,14725.23,15097.04,14725.23,15047.76
2001-04-11,15057.35,15267.36,14723.71,14818.83
2001-04-12,14811.06,14969.37,14489.84,14969.37
2001-04-16,14974.28,14976.4,14385.23,14444.59
2001-04-17,14443.27,14554.78,14222.68,14336.9
2001-04-18,14344.94,15151.1,14323.24,14955.36
2001-04-19,14955.66,15016.61,14420.39,14431.08
2001-04-20,14408.28,14408.28,13617.98,13696.42
2001-04-23,13733.82,13892.65,13325.13,13892.65
2001-04-24,13893.98,14206.77,13893.98,14068
2001-04-25,14061.51,14223.26,13785.43,14162.75
2001-04-26,14204.33,14770.03,14202.02,14757.02
2001-04-27,14751.98,15134.93,14751.98,14927.95
2001-04-30,14944.26,15210.24,14838.47,14917.54
2001-05-02,14877.14,14919.85,14635.71,14897.24
2001-05-03,14905.92,15141.91,14761.59,15141.91
2001-05-04,15141.76,15304.03,15040.99,15092.76
2001-05-07,15102.6,15221.89,14861.78,14875
2001-05-08,14860.6,14957.66,14655.5,14747.41
2001-05-09,14717.04,14866.96,14576.21,14778.98
2001-05-10,14796.4,15117.06,14796.4,14993.46
2001-05-11,15011.55,15017.52,14409.78,14493.2
2001-05-14,14498.75,14507.2,14103.73,14236.94
2001-05-15,14140.93,14313.5,14110.09,14226.33
2001-05-16,14255.52,14737.92,14255.52,14714.25
2001-05-17,14726.65,15094.66,14725.35,14793.51
2001-05-18,14847.75,15012.14,14800.43,14884.06
2001-05-21,14870.65,15157.71,14806.97,15127.91
2001-05-22,15141.67,15197.07,14794.44,14828.87
2001-05-23,14828.87,14904.56,14626.52,14691.61
2001-05-24,14693.79,14833.7,14430.73,14523.21
2001-05-25,14523.21,14588.92,14178.98,14310.06
2001-05-28,14328.17,14438.95,14056.4,14302.02
2001-05-29,14302.34,14489.13,14300.68,14453.91
2001-05-30,14458.54,14578.87,14347.06,14489.36
2001-05-31,14514.47,14724.37,14507.97,14649.98
2001-06-01,14654.43,14791.97,14409.29,14791.97
2001-06-04,14798.12,15141.02,14798.12,15103.86
2001-06-05,15107.03,15406.48,15031.91,15394.82
2001-06-06,15393.35,15568.5,15268.34,15328.83
2001-06-07,15318.83,15545.6,15200.59,15464.06
2001-06-08,15468.72,15644.37,15355.36,15366.25
2001-06-11,15290.79,15396.76,15159.32,15224.19
2001-06-12,15237.57,15237.57,14955.53,15173.07
2001-06-13,15175.46,15600.43,15175.41,15403.4
2001-06-15,15385.56,15385.56,14964.08,14985.01
2001-06-18,14981.54,14981.54,14332.62,14355.42
2001-06-19,14374.84,14541.18,14245.34,14400.73
2001-06-20,14396.1,14599.4,14393.08,14571.24
2001-06-21,14534.06,14840.81,14505.83,14822.98
2001-06-22,14870.18,15104.12,14676.78,14682.1
2001-06-25,14681.91,14870.85,14479.01,14539.6
2001-06-26,14520.89,14619.55,14401.11,14459.99
2001-06-27,14476.6,14629.57,14264.69,14308
2001-06-28,14320.57,14426.01,14164.16,14390.97
2001-06-29,14411.52,14639.9,14375.82,14559.79
2001-07-02,14579.3,14658.87,14482.64,14555
2001-07-03,14560.62,14771.47,14325,14352.77
2001-07-04,14351.9,14395.03,13980.38,14056
2001-07-05,14083.64,14280.82,13942.75,14047.66
2001-07-06,14029.63,14062.02,13788.06,13906.76
2001-07-10,13929.6,14060.16,13569.79,13569.79
2001-07-11,13507.67,13853.28,13360.99,13811.84
2001-07-12,13811.84,13987.37,13636.13,13916
2001-07-13,13907.38,14087.09,13736.85,14078.46
2001-07-16,14081.03,14120.4,13811.39,13811.39
2001-07-17,13813.03,14218.09,13813.03,14168.65
2001-07-18,14170.71,14236.29,13778.25,13790.88
2001-07-19,13794.69,13952.84,13640.57,13761.51
2001-07-20,13765.99,14092.32,13658.96,14092.32
2001-07-23,14107.51,14238.67,14057.53,14067.72
2001-07-24,14049.22,14105.64,13724.54,13737.59
2001-07-25,13738.12,13955.89,13678.59,13955.89
2001-07-26,13963.02,13979.89,13735.92,13810.29
2001-07-27,13825,13910.26,13758.94,13910.26
2001-07-30,13947.69,14116.72,13703.61,13703.61
2001-07-31,13703.22,13830.39,13639.16,13754.16
2001-08-01,13757.49,13836.58,13605.51,13743.06
2001-08-02,13745.51,13846.32,13689.53,13822.72
2001-08-03,13840.16,13901.88,13732.64,13838.42
2001-08-06,13856,14067.17,13854.46,14046.82
2001-08-07,14049.2,14142.76,14002.66,14035.91
2001-08-08,14035.97,14113.45,13917.19,13919.18
2001-08-09,13921.33,13929.8,13704.79,13834.19
2001-08-10,13835.58,13920.47,13738.96,13915.09
2001-08-13,13914.49,13928.55,13716.4,13771.36
2001-08-14,13769.51,13841.48,13731.57,13829.49
2001-08-15,13834.28,13855.64,13615.34,13658.6
2001-08-16,13685.93,13722,13415.16,13509.47
2001-08-17,13507.43,13507.43,13009.56,13044.21
2001-08-20,13044.21,13228.25,12916.36,13115.48
2001-08-21,13121.78,13185.74,12886.43,12891.7
2001-08-22,12906.88,13161.44,12852.62,12952.23
2001-08-23,12961.46,13012.65,12702.54,12750.79
2001-08-24,12749.31,13007.36,12680.97,13001.12
2001-08-27,13000.38,13047.98,12848.78,12995.85
2001-08-28,13005,13113.52,12941.8,13018.1
2001-08-29,13039.62,13181.8,13011.76,13064.56
2001-08-30,13073.5,13113.66,12798,12892.39
2001-08-31,12906.05,12949.34,12788.52,12840.6
2001-09-03,12848.99,12863.12,12696.46,12800.03
2001-09-04,12812.14,12947.24,12766.88,12766.88
2001-09-05,12767.02,12767.5,12462.18,12590.92
2001-09-06,12593.75,12599.48,12250.81,12255.29
2001-09-10,12238.32,12238.32,11901.38,11922.39
2001-09-11,11930.38,11987.31,10824.05,10827.96
2001-09-12,10773.43,11319.12,10705.74,11113.5
2001-09-13,11127.19,11156.04,10289.53,10306.26
2001-09-14,10261.53,10271.02,9532.84,10034.4
2001-09-17,10032.28,10576.98,10032.28,10544.99
2001-09-18,10542.87,10707.5,10320.6,10554.13
2001-09-19,10560.17,10835.77,10485.38,10744.53
2001-09-20,10719.34,10719.34,10470.29,10543.12
2001-09-21,10493.48,10493.48,9889.66,10418.75
2001-09-24,10453.19,10693.53,10453.19,10532.83
2001-09-25,10539.19,10595.83,10194.56,10229.05
2001-09-26,10227.15,10274.14,9892.72,10005.87
2001-09-27,9996.24,10462.19,9704.93,10404.72
2001-09-28,10412.05,10714.31,10412.05,10635.74
2001-10-01,10633.44,10633.44,10354.32,10501.12
2001-10-02,10491.98,10555.6,10299.15,10350.83
2001-10-03,10355.95,10355.95,10188.9,10233.26
2001-10-04,10240.63,10328.52,10026.15,10061.92
2001-10-05,10068.23,10270.77,9985.16,10197.07
2001-10-08,10119.93,10174.53,9985.71,10094.56
2001-10-09,10109.15,10322.91,10102.71,10284.45
2001-10-10,10284.45,10462.25,10255.15,10462.25
2001-10-11,10462.25,10790.44,10461.05,10784.72
2001-10-15,10774.54,11330.14,10695.34,11329.32
2001-10-16,11326.03,11474.56,11164.98,11257.85
2001-10-17,11286.71,11485.27,11166.45,11271.49
2001-10-18,11259.87,11263.37,10948.18,10994.96
2001-10-19,11003.36,11413.37,10894.06,11331.57
2001-10-22,11342.54,11724.64,11292.99,11699.99
2001-10-23,11698.85,11802.59,11583.9,11613.44
2001-10-24,11611.36,11665.85,11429.94,11467.74
2001-10-25,11458.81,11783.49,11307.15,11723.75
2001-10-26,11724.75,11924.34,11715.32,11780.57
2001-10-29,11783.63,11783.63,11331.18,11377.02
2001-10-30,11334.26,11396.41,11023.95,11023.95
2001-10-31,11056.78,11364.73,11047.01,11364.71
2001-11-01,11362.01,11497.91,11176.99,11387.81
2001-11-05,11389.07,12176.87,11389.07,12164.66
2001-11-06,12154.48,12480.96,12138.71,12415.57
2001-11-07,12405.28,12982.49,12331.44,12615.83
2001-11-08,12633.43,12892.42,12472.92,12553.64
2001-11-09,12541.74,12777.59,12411.74,12730.71
2001-11-12,12728.68,12767.14,12232.77,12567.12
2001-11-13,12591.03,13093.62,12591.03,12918.09
2001-11-14,12928.21,13077.44,12746.47,12825.62
2001-11-16,12838.22,13045.94,12807.01,12882.82
2001-11-19,12906.42,13136.53,12902.1,12987.23
2001-11-20,12991.7,12997.6,12618.83,12638.13
2001-11-21,12645.51,12831.94,12559.94,12793.79
2001-11-22,12793.79,13056.46,12793.79,13019.43
2001-11-23,13036.68,13528.71,13036.68,13423.86
2001-11-26,13443.17,13760.31,13443.17,13759.53
2001-11-27,13770.55,13790.72,13489.93,13602.88
2001-11-28,13552.78,13552.78,12967.48,13019.2
2001-11-29,13019.17,13186.99,12622.38,12736.39
2001-11-30,12744.27,13053.24,12704.02,12931.71
2001-12-03,12913.88,13336,12870.08,13336
2001-12-04,13374.41,13564.51,13070.68,13146.64
2001-12-05,13185.81,13382.13,13103.21,13382.13
2001-12-06,13381.8,13575.32,13230.08,13539.03
2001-12-07,13564.9,13661.62,13233.41,13298.72
2001-12-10,13298.92,13446.44,13192.94,13446.18
2001-12-11,13454.64,13595.43,13336.66,13348.12
2001-12-12,13349.52,13575.62,13297.11,13562.94
2001-12-13,13577.34,13579.8,13143.78,13148.37
2001-12-14,13128.57,13154.27,12894.32,12959.17
2001-12-17,12964.57,13062.52,12912.06,12912.06
2001-12-18,12935.01,13414.03,12924.16,13397.36
2001-12-19,13405.2,13508.45,13284.46,13290.01
2001-12-20,13271.32,13271.32,12809.18,12918.14
2001-12-21,12935.33,13385.37,12934.94,13368.53
2001-12-26,13366.67,13446.04,13244.73,13358.42
2001-12-27,13370.98,13823.45,13368.59,13755.65
2001-12-28,13741.35,13969.45,13509.93,13577.57
2002-01-02,13585.79,13901.74,13570.93,13872.09
2002-01-03,14125.09,14286.41,14120.71,14265.35
2002-01-04,14249.54,14358.3,14103.13,14331.92
2002-01-07,14327.27,14412.54,14272.86,14378.59
2002-01-08,14385.28,14385.28,14098.54,14167.58
2002-01-09,14157.19,14190.08,13919.4,14020.79
2002-01-10,14009.5,14009.5,13510.84,13570.18
2002-01-11,13554.42,13834.94,13554.42,13587.49
2002-01-14,13594.26,13600.6,13067.97,13121.72
2002-01-15,13130.54,13362.25,12936.8,13010.53
2002-01-16,13006.38,13186.48,12940.68,13083.72
2002-01-17,13109.3,13358.81,13109.3,13336.73
2002-01-18,13339.82,13407.26,13261.86,13372.65
2002-01-21,13367.05,13367.05,13134.09,13154.56
2002-01-22,13176.55,13330.51,12956.39,13003.93
2002-01-23,13025.17,13284.51,12981.85,13232.14
2002-01-24,13239.39,13309.06,13146.79,13162.26
2002-01-28,13160.55,13214.69,12990.12,13001.88
2002-01-29,13009.94,13181.54,12476.26,12501.06
2002-01-30,12512.01,12627.46,12300.7,12532.33
2002-01-31,12563.34,12812.46,12561.32,12721.45
2002-02-01,12722.73,12783.43,12567.45,12658.66
2002-02-04,12648.36,12654.58,12416.44,12512.55
2002-02-05,12556.53,12777.57,12414.79,12747.51
2002-02-06,12751.14,12883.34,12665.7,12750.97
2002-02-07,12752.33,12774.38,12683.67,12683.67
2002-02-08,12684.31,12692.73,12591,12597.86
2002-02-13,12598.75,12960.67,12504.04,12960.67
2002-02-14,12961.57,13245.06,12907.51,13245.06
2002-02-15,13221.75,13299.68,13168.56,13229.51
2002-02-18,13207.59,13238.33,13027.24,13121.71
2002-02-19,13125.27,13244.86,12983.7,12991.5
2002-02-20,13000.99,13330.17,12918.71,13302.8
2002-02-21,13327.84,13677.06,13327.84,13530.24
2002-02-22,13534.99,13640.57,13512.54,13562.99
2002-02-25,13566.61,14005.47,13566.61,13977.6
2002-02-26,13975.14,14052.55,13831.59,13963.6
2002-02-27,13978.01,14251.38,13978.01,14212.12
2002-02-28,14216.36,14221.19,14033.29,14033.29
2002-03-01,14047.42,14354.67,13977.84,14343.24
2002-03-04,14373.45,14474.11,14100.19,14471.23
2002-03-05,14454.88,14481.63,14011.44,14011.44
2002-03-06,14006.55,14006.55,13682.89,13838.72
